locationId,dateTime,indicatorId,value
3773,2014-12-21T04:52:00,gamma,146
3773,2014-12-16T10:56:00,gamma,152
3773,2014-12-18T21:06:00,gamma,149
3773,2014-12-21T00:48:00,gamma,149
3773,2014-12-21T17:03:00,gamma,149
3773,2014-12-11T17:30:15,gamma,149
3773,2014-12-16T12:49:00,gamma,150
3773,2014-12-23T06:32:00,gamma,149
3773,2014-12-14T13:09:00,gamma,149
3773,2014-12-21T18:02:00,gamma,150
3773,2014-12-24T18:02:00,gamma,149
3773,2014-12-21T22:06:00,gamma,150
3773,2014-12-25T03:00:00,gamma,149
3773,2014-12-27T08:53:00,gamma,138
3773,2014-12-30T12:56:00,gamma,150
3773,2014-12-23T23:46:00,gamma,150
3773,2014-12-13T07:46:00,gamma,150
3773,2014-12-25T09:00:00,gamma,149
3773,2014-12-31T01:07:00,gamma,138
3773,2014-12-31T00:07:00,gamma,150
3773,2014-12-26T02:29:00,gamma,150
3773,2014-12-14T11:08:00,gamma,150
3773,2014-12-31T06:19:00,gamma,150
3773,2014-12-26T06:31:00,gamma,150
3773,2014-12-14T14:16:00,gamma,150
3773,2014-12-12T08:00:12,gamma,153
3773,2014-12-26T09:34:00,gamma,150
3773,2014-12-16T10:36:00,gamma,150
3773,2014-12-16T13:50:00,gamma,153
3773,2014-12-12T10:00:12,gamma,153
3773,2014-12-26T23:45:00,gamma,150
3773,2014-12-18T00:48:00,gamma,153
3773,2014-12-13T05:44:00,gamma,153
3773,2014-12-29T06:32:00,gamma,150
3773,2014-12-18T20:06:00,gamma,153
3773,2014-12-13T16:54:00,gamma,153
3773,2014-12-30T05:50:00,gamma,150
3773,2014-12-23T20:44:00,gamma,153
3773,2014-12-19T11:17:00,gamma,153
3773,2014-12-13T22:58:00,gamma,153
3773,2014-12-24T00:47:00,gamma,153
3773,2014-12-20T01:29:00,gamma,153
3773,2014-12-14T09:06:00,gamma,153
3773,2014-12-24T21:03:00,gamma,153
3773,2014-12-20T10:36:00,gamma,153
3773,2014-12-14T16:12:00,gamma,153
3773,2014-12-25T00:06:00,gamma,153
3773,2014-12-20T18:43:00,gamma,153
3773,2014-12-15T15:31:00,gamma,153
3773,2014-12-26T03:29:00,gamma,153
3773,2014-12-20T22:46:00,gamma,153
3773,2014-12-15T22:37:00,gamma,151
3773,2014-12-26T19:43:00,gamma,153
3773,2014-12-21T23:07:00,gamma,153
3773,2014-12-16T01:40:00,gamma,151
3773,2014-12-27T19:02:00,gamma,153
3773,2014-12-23T14:39:00,gamma,153
3773,2014-12-18T08:35:00,gamma,151
3773,2014-12-28T22:24:00,gamma,153
3773,2014-12-25T19:00:00,gamma,151
3773,2014-12-19T08:14:00,gamma,151
3773,2014-12-31T23:28:00,gamma,153
3773,2014-12-26T14:38:00,gamma,151
3773,2014-12-19T13:18:00,gamma,151
3773,2014-12-27T01:47:00,gamma,151
3773,2014-12-20T00:28:00,gamma,151
3773,2014-12-14T02:00:00,gamma,151
3773,2014-12-27T18:01:00,gamma,151
